pdb_id,pqr_ok,pqr_method,pqr_atoms,pqr_nonzero_charges,pqr_sum_abs_charge,ligand_ok,ligand_atoms,ligand_nonzero_charges,ligand_sum_abs_charge,error,pqr_path,ligand_mol2
7GFA,True,existing,4671,4671,1159.1796,True,23,22,2.4898000000000002,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GFA_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GFA/7GFA_ligand.mol2
7GGH,True,existing,4671,4671,1159.1796,True,24,23,1.7425000000000002,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GGH_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GGH/7GGH_ligand.mol2
7GG7,True,existing,4671,4671,1159.1796,True,29,29,2.9938999999999996,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GG7_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GG7/7GG7_ligand.mol2
7GLH,True,existing,4665,4665,1154.8888000000006,True,24,24,2.9187000000000003,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GLH_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GLH/7GLH_ligand.mol2
7GK6,True,existing,4615,4615,1143.9338000000016,True,24,23,2.007,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GK6_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GK6/7GK6_ligand.mol2
7GHM,True,existing,4629,4629,1148.4598000000008,True,30,30,4.7818000000000005,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GHM_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GHM/7GHM_ligand.mol2
7GMT,True,existing,4597,4597,1138.8334000000013,True,24,24,2.2789999999999995,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMT_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMT/7GMT_ligand.mol2
7GIV,True,existing,4608,4608,1142.2316000000021,True,24,23,2.3791000000000007,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIV_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIV/7GIV_ligand.mol2
7GKD,True,existing,4615,4615,1143.769200000002,True,25,25,2.6675999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GKD_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GKD/7GKD_ligand.mol2
7P2G,True,existing,4665,4665,1154.724200000001,True,21,21,1.8982,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7P2G_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7P2G/7P2G_ligand.mol2
7GI6,True,existing,4682,4682,1160.0886000000007,True,27,26,2.6637,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GI6_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GI6/7GI6_ligand.mol2
7GIS,True,existing,4597,4597,1138.6688000000017,True,21,20,2.0266,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIS_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIS/7GIS_ligand.mol2
7GIR,True,existing,4615,4615,1144.0984000000012,True,25,24,2.9111,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIR_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIR/7GIR_ligand.mol2
7GKH,True,existing,4615,4615,1144.0984000000012,True,24,24,2.192,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GKH_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GKH/7GKH_ligand.mol2
7GIQ,True,existing,4597,4597,1138.6688000000017,True,28,28,3.1723999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIQ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIQ/7GIQ_ligand.mol2
6M2N,True,existing,4682,4682,1160.2532000000003,True,20,19,3.1695,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/6M2N_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/6M2N/6M2N_ligand.mol2
8CYZ,True,existing,4736,4736,1173.8621999999978,True,29,27,2.1072000000000006,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/8CYZ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/8CYZ/8CYZ_ligand.mol2
7GMM,True,existing,4665,4665,1154.8888000000006,True,25,25,2.5144999999999995,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMM_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMM/7GMM_ligand.mol2
7GH4,True,existing,4671,4671,1159.0150000000003,True,23,23,2.5211999999999994,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GH4_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GH4/7GH4_ligand.mol2
7GMB,True,existing,4597,4597,1138.6688000000017,True,27,27,3.0606000000000004,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMB_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMB/7GMB_ligand.mol2
7GJA,True,existing,4597,4597,1138.5042000000021,True,27,26,3.0759000000000003,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJA_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJA/7GJA_ligand.mol2
7GKT,True,existing,4615,4615,1143.9338000000016,True,30,29,3.4362000000000004,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GKT_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GKT/7GKT_ligand.mol2
7GN2,True,existing,4678,4678,1158.5405999999994,True,33,33,3.9966,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GN2_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GN2/7GN2_ligand.mol2
7GJF,True,existing,4682,4682,1160.0886000000007,True,33,32,3.7585999999999995,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJF_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJF/7GJF_ligand.mol2
7GIP,True,existing,4597,4597,1138.6688000000017,True,30,29,3.0521,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIP_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIP/7GIP_ligand.mol2
7GL7,True,existing,4615,4615,1143.9338000000016,True,31,31,3.9333,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GL7_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GL7/7GL7_ligand.mol2
7GAV,True,existing,4682,4682,1160.2532000000003,True,23,22,2.4959000000000002,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GAV_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GAV/7GAV_ligand.mol2
7GN0,True,existing,4665,4665,1155.0534000000002,True,33,32,4.2778,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GN0_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GN0/7GN0_ligand.mol2
7GIO,True,existing,4608,4608,1142.067000000002,True,23,22,1.7391,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIO_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIO/7GIO_ligand.mol2
7GMK,True,existing,4676,4676,1156.7878000000007,True,24,24,2.1863999999999995,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMK_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMK/7GMK_ligand.mol2
7GDD,True,existing,4714,4714,1171.8011999999983,True,21,20,1.5783,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GDD_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GDD/7GDD_ligand.mol2
7GI5,True,existing,4597,4597,1138.8334000000013,True,37,37,4.744699999999998,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GI5_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GI5/7GI5_ligand.mol2
7GJZ,True,existing,4615,4615,1144.0984000000012,True,34,33,4.1412,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJZ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJZ/7GJZ_ligand.mol2
8CYU,True,existing,4707,4707,1166.8669999999981,True,30,28,2.4900000000000007,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/8CYU_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/8CYU/8CYU_ligand.mol2
7GIX,True,existing,4608,4608,1142.067000000002,True,27,26,3.3734,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIX_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIX/7GIX_ligand.mol2
7LTJ,True,existing,4701,4701,1165.9737999999995,True,24,24,3.7028000000000008,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7LTJ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7LTJ/7LTJ_ligand.mol2
7GJ9,True,existing,4597,4597,1138.9980000000019,True,32,30,3.0306,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJ9_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJ9/7GJ9_ligand.mol2
7GMJ,True,existing,4676,4676,1156.7878000000007,True,26,25,2.6603000000000008,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMJ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMJ/7GMJ_ligand.mol2
7GEB,True,existing,4684,4684,1165.1497999999995,True,20,20,3.0125000000000006,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GEB_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GEB/7GEB_ligand.mol2
7GK7,True,existing,4615,4615,1143.769200000002,True,38,37,4.663100000000002,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GK7_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GK7/7GK7_ligand.mol2
7RMB,True,existing,4725,4725,1171.7103999999993,True,24,24,3.6371,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7RMB_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7RMB/7RMB_ligand.mol2
7GK1,True,existing,4615,4615,1144.0984000000012,True,25,24,2.447,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GK1_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GK1/7GK1_ligand.mol2
7GBE,True,existing,4701,4701,1167.9007999999985,True,22,22,2.9799999999999995,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GBE_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GBE/7GBE_ligand.mol2
7GKW,True,existing,4615,4615,1144.0984000000012,True,30,29,4.1415999999999995,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GKW_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GKW/7GKW_ligand.mol2
7GIH,True,existing,4682,4682,1160.0886000000007,True,22,21,2.2154,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIH_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIH/7GIH_ligand.mol2
7GJK,True,existing,4597,4597,1138.8334000000018,True,28,27,2.7246,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJK_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJK/7GJK_ligand.mol2
7GK0,True,existing,4615,4615,1143.9338000000016,True,28,27,3.5296999999999996,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GK0_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GK0/7GK0_ligand.mol2
7GKI,True,existing,4615,4615,1144.0984000000012,True,22,22,1.636,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GKI_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GKI/7GKI_ligand.mol2
7GJT,True,existing,4608,4608,1142.067000000002,True,38,37,4.188600000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJT_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJT/7GJT_ligand.mol2
8UEH,True,existing,4645,4645,1151.4898000000005,True,48,47,4.369600000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/8UEH_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/8UEH/8UEH_ligand.mol2
7GGF,True,existing,4671,4671,1159.1796,True,30,30,2.6592000000000002,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GGF_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GGF/7GGF_ligand.mol2
7GK9,True,existing,4615,4615,1143.9338000000016,True,27,26,2.6604000000000005,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GK9_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GK9/7GK9_ligand.mol2
7GJD,True,existing,4682,4682,1160.2532000000003,True,25,24,2.7329,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJD_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJD/7GJD_ligand.mol2
7M8X,True,existing,4577,4577,1131.550000000002,True,33,32,3.743700000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7M8X_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7M8X/7M8X_ligand.mol2
7GL0,True,existing,4615,4615,1144.0984000000012,True,36,35,4.2481,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GL0_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GL0/7GL0_ligand.mol2
7GI8,True,existing,4608,4608,1142.067000000002,True,25,24,2.4516,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GI8_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GI8/7GI8_ligand.mol2
7GIE,True,existing,4597,4597,1138.6688000000017,True,23,22,1.9508,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIE_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIE/7GIE_ligand.mol2
7GJP,True,existing,4597,4597,1138.6688000000017,True,27,26,3.5757,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJP_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJP/7GJP_ligand.mol2
7GLC,True,existing,4615,4615,1144.2630000000013,True,27,27,3.5828000000000007,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GLC_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GLC/7GLC_ligand.mol2
8ACD,True,existing,4829,4829,1200.214399999997,True,33,33,4.8087,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/8ACD_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/8ACD/8ACD_ligand.mol2
8ACL,True,existing,4816,4816,1198.2225999999969,True,31,31,3.6085000000000007,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/8ACL_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/8ACL/8ACL_ligand.mol2
7GMU,True,existing,4665,4665,1155.0534000000002,True,25,25,2.4825999999999993,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMU_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMU/7GMU_ligand.mol2
7CA8,True,existing,4551,4551,1125.1808000000037,True,21,21,2.8865999999999987,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7CA8_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7CA8/7CA8_ligand.mol2
7QBB,True,existing,4645,4645,1151.325200000001,True,26,24,2.3310999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7QBB_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7QBB/7QBB_ligand.mol2
7GK8,True,existing,4615,4615,1143.9338000000016,True,27,26,2.6879999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GK8_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GK8/7GK8_ligand.mol2
7GIL,True,existing,4608,4608,1141.9024000000024,True,22,21,1.9751,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIL_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIL/7GIL_ligand.mol2
7GMF,True,existing,4665,4665,1154.8888000000006,True,31,31,3.631,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMF_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMF/7GMF_ligand.mol2
7GIZ,True,existing,4608,4608,1142.2316000000017,True,27,26,2.6135,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GIZ_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GIZ/7GIZ_ligand.mol2
7GLA,True,existing,4631,4631,1147.493200000001,True,28,28,2.4694000000000007,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GLA_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GLA/7GLA_ligand.mol2
7GM8,True,existing,4597,4597,1138.6688000000017,True,30,30,3.232500000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GM8_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GM8/7GM8_ligand.mol2
7GM7,True,existing,4665,4665,1154.8888000000006,True,26,25,2.3067,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GM7_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GM7/7GM7_ligand.mol2
7O46,True,existing,4608,4608,1142.067000000002,True,24,20,2.2678999999999996,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7O46_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7O46/7O46_ligand.mol2
7GJ4,True,existing,4597,4597,1138.6688000000017,True,25,25,2.9063999999999997,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJ4_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJ4/7GJ4_ligand.mol2
7GMY,True,existing,4665,4665,1154.8888000000006,True,33,33,3.9931999999999994,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GMY_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GMY/7GMY_ligand.mol2
7GKB,True,existing,4615,4615,1143.9338000000016,True,26,26,3.3080000000000003,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GKB_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GKB/7GKB_ligand.mol2
7GKP,True,existing,4615,4615,1144.0984000000012,True,30,29,2.533000000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GKP_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GKP/7GKP_ligand.mol2
7GJI,True,existing,4665,4665,1154.8888000000006,True,27,26,3.3351000000000006,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJI_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJI/7GJI_ligand.mol2
8UEF,True,existing,4615,4615,1144.2630000000008,True,46,46,5.013599999999999,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/8UEF_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/8UEF/8UEF_ligand.mol2
7RM2,True,existing,4793,4793,1193.9991999999977,True,25,25,3.7085000000000004,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7RM2_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7RM2/7RM2_ligand.mol2
7RLS,True,existing,4749,4749,1178.7159999999978,True,25,25,3.863700000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7RLS_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7RLS/7RLS_ligand.mol2
7GM1,True,existing,4665,4665,1154.8888000000006,True,34,34,3.880300000000001,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GM1_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GM1/7GM1_ligand.mol2
7GJX,True,existing,4615,4615,1143.9338000000016,True,24,23,2.0208,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GJX_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GJX/7GJX_ligand.mol2
7GI7,True,existing,4682,4682,1160.2532000000008,True,31,29,2.746,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GI7_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GI7/7GI7_ligand.mol2
7GFM,True,existing,4671,4671,1159.1796,True,29,27,2.3235999999999994,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GFM_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GFM/7GFM_ligand.mol2
7GGA,True,existing,4671,4671,1159.1796,True,25,24,2.4982,,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/pqr/7GGA_pocket.pqr,/home/mohamed/Studies/stage/TrabajoInvestigacion/data_urv/pdbbind_like/URV/refined/7GGA/7GGA_ligand.mol2
